BESTELLIDENT;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST;PROGNOSE_BETRUG
2814;ja;ja;1964-10-09 00:00:00.000;ja;nein;Lastschrift;;12.2005;ja;64,5;Mi;1899-12-30 19:30:00.000;1;200293;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;3;196,8;2002-11-22 00:00:00.000;0;0;nein
2816;nein;nein;1985-07-22 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;11.2005;ja;34,5;Di;1899-12-30 03:42:00.000;1;506590;;;;;;;;;;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;8;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
2821;ja;nein;1953-01-13 00:00:00.000;ja;nein;Rechnung;;3.2005;;31,9;Mo;1899-12-30 09:12:00.000;1;108500;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;24,57;2002-07-10 00:00:00.000;0;0;nein
2823;ja;nein;1952-03-01 00:00:00.000;ja;ja;Kundenkarte;Kundenkarte;11.2005;ja;42,8;Di;1899-12-30 05:29:00.000;1;202469;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
2828;ja;ja;1965-06-09 00:00:00.000;ja;ja;Rechnung;;9.2007;;49,5;So;1899-12-30 05:34:00.000;2;404371;404485.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2829;ja;nein;1985-06-20 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;114,9;So;1899-12-30 04:27:00.000;2;100959;502089.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;83,7;2004-05-10 00:00:00.000;0;2;nein
2831;nein;ja;1963-07-29 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;1.2007;ja;82,79;So;1899-12-30 01:47:00.000;3;405555;409500.0;507699.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;5,76;2004-12-04 00:00:00.000;0;0;nein
2833;ja;nein;1974-02-20 00:00:00.000;ja;nein;Rechnung;;4.2007;;97,3;Di;1899-12-30 14:56:00.000;2;609121;409782.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;69,88;2004-09-07 00:00:00.000;0;1;nein
2836;ja;nein;1982-03-29 00:00:00.000;ja;nein;Rechnung;;11.2007;;29,99;Mo;1899-12-30 08:31:00.000;1;500953;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;14,93;2002-02-04 00:00:00.000;0;0;nein
2837;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;5.2006;;39,5;Do;1899-12-30 11:47:00.000;1;300578;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;14,54;2003-11-28 00:00:00.000;0;0;nein
2840;nein;nein;1971-09-29 00:00:00.000;ja;nein;Lastschrift;;6.2006;ja;37;Sa;1899-12-30 18:06:00.000;1;207300;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2844;nein;nein;1977-02-08 00:00:00.000;ja;nein;Rechnung;;5.2005;;22,95;Fr;1899-12-30 14:40:00.000;1;406507;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2846;ja;nein;1979-10-23 00:00:00.000;nein;nein;Kreditkarte;Visa;5.2007;ja;43,5;So;1899-12-30 09:12:00.000;1;408801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;17;nein;1;96,08;2002-02-07 00:00:00.000;0;1;nein
2848;ja;nein;1972-09-11 00:00:00.000;ja;nein;Rechnung;;1.2007;;87,3;Mi;1899-12-30 17:49:00.000;2;500925;207359.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2854;ja;nein;1958-01-29 00:00:00.000;ja;nein;Rechnung;;6.2007;;29,99;Mi;1899-12-30 15:36:00.000;1;402133;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2855;ja;nein;1960-08-27 00:00:00.000;ja;nein;Kreditkarte;Eurocard;6.2007;ja;188,2;Fr;1899-12-30 19:42:00.000;5;303950;409670.0;309121.0;406590.0;306398.0;;;;;;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;2;154,16;2002-01-25 00:00:00.000;0;2;nein
2856;ja;ja;1979-11-04 00:00:00.000;ja;nein;Lastschrift;;11.2006;ja;18,2;Fr;1899-12-30 16:37:00.000;1;600953;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;95,03;2002-09-09 00:00:00.000;0;0;nein
2858;ja;nein;1953-02-06 00:00:00.000;ja;nein;Rechnung;;4.2007;;14,5;Di;1899-12-30 17:03:00.000;1;602845;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2861;ja;nein;1961-04-17 00:00:00.000;ja;nein;Rechnung;;2.2005;;8,5;Mi;1899-12-30 16:53:00.000;1;108997;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2863;ja;ja;1984-07-18 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;3.2006;ja;68,4;Mi;1899-12-30 09:37:00.000;1;301893;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;11;nein;2;67,1;2002-07-30 00:00:00.000;1;1;nein
2866;ja;nein;1961-10-21 00:00:00.000;ja;nein;Rechnung;;5.2006;;77;So;1899-12-30 03:49:00.000;2;407274;507610.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2869;ja;nein;1977-06-26 00:00:00.000;ja;nein;Lastschrift;;9.2006;ja;56;So;1899-12-30 12:11:00.000;1;402681;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2870;ja;nein;1954-02-16 00:00:00.000;nein;nein;Kreditkarte;Visa;1.2005;ja;18;Sa;1899-12-30 05:14:00.000;1;409513;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2872;nein;ja;1977-10-18 00:00:00.000;nein;nein;Lastschrift;;11.2006;ja;17,8;Di;1899-12-30 16:04:00.000;1;407491;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2873;ja;nein;1964-08-27 00:00:00.000;ja;nein;Rechnung;;4.2007;;65,5;Mi;1899-12-30 13:13:00.000;2;106398;600476.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2874;ja;nein;1983-09-15 00:00:00.000;ja;nein;Rechnung;;7.2005;;54,5;Di;1899-12-30 02:32:00.000;1;200061;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2875;nein;nein;1983-07-07 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2005;ja;54,5;Sa;1899-12-30 00:51:00.000;1;206774;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2876;ja;nein;1976-12-31 00:00:00.000;ja;ja;Rechnung;;12.2005;;96;Di;1899-12-30 18:40:00.000;2;204935;202090.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;3;76,32;2001-07-10 00:00:00.000;0;0;nein
2884;nein;nein;1975-04-02 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;6.2007;ja;68,4;So;1899-12-30 23:54:00.000;1;406590;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
2889;ja;nein;1976-02-20 00:00:00.000;ja;nein;Rechnung;;4.2006;;17,8;Do;1899-12-30 01:18:00.000;1;202294;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2890;ja;nein;1974-12-22 00:00:00.000;ja;nein;Kreditkarte;Eurocard;1.2007;ja;91,9;Sa;1899-12-30 20:59:00.000;2;205958;500124.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2894;ja;ja;1962-07-12 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2006;ja;29,5;Fr;1899-12-30 02:33:00.000;1;408777;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;56,43;2004-03-30 00:00:00.000;0;0;nein
2895;ja;ja;1965-06-14 00:00:00.000;nein;nein;Lastschrift;;2.2005;nein;167,4;Di;1899-12-30 11:48:00.000;3;401648;101856.0;606284.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2896;nein;nein;1963-12-19 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;11.2007;ja;29,5;Fr;1899-12-30 23:16:00.000;1;200959;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;34,01;2002-12-29 00:00:00.000;0;0;nein
2897;ja;nein;1960-08-10 00:00:00.000;ja;nein;Rechnung;;11.2005;;12,6;Sa;1899-12-30 16:02:00.000;1;207317;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2898;ja;nein;1961-02-20 00:00:00.000;ja;nein;Lastschrift;;6.2005;ja;105;Sa;1899-12-30 02:31:00.000;4;206284;409662.0;202089.0;207699.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2901;ja;ja;1961-05-12 00:00:00.000;nein;nein;Kreditkarte;Visa;10.2007;ja;31,9;Fr;1899-12-30 12:57:00.000;1;409731;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2902;ja;nein;1964-03-09 00:00:00.000;nein;nein;Lastschrift;;12.2007;ja;57,8;Mo;1899-12-30 02:29:00.000;1;309006;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2904;ja;nein;1986-11-20 00:00:00.000;ja;nein;Lastschrift;;9.2006;ja;111,2;Mo;1899-12-30 12:27:00.000;2;406685;407171.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2907;nein;nein;1966-11-12 00:00:00.000;nein;nein;Lastschrift;;7.2005;ja;41;So;1899-12-30 23:54:00.000;1;300767;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;18,62;2002-12-12 00:00:00.000;0;0;nein
2908;ja;nein;1962-05-21 00:00:00.000;ja;nein;Lastschrift;;4.2006;ja;8,5;Fr;1899-12-30 22:43:00.000;1;409662;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2909;ja;nein;1984-07-04 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2005;ja;56;Di;1899-12-30 13:59:00.000;1;200578;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;2;273,26;2001-04-21 00:00:00.000;0;0;nein
2910;ja;nein;1970-02-20 00:00:00.000;ja;nein;Rechnung;;6.2006;;37;So;1899-12-30 09:57:00.000;1;105555;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2911;ja;nein;1962-09-07 00:00:00.000;nein;nein;Lastschrift;;10.2005;ja;32,8;Sa;1899-12-30 04:39:00.000;1;200329;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;2;46,9;2002-07-05 00:00:00.000;0;0;nein
2914;nein;nein;1964-06-24 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2006;ja;31,9;Mo;1899-12-30 21:47:00.000;1;301371;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2915;ja;nein;1966-10-26 00:00:00.000;ja;nein;Kreditkarte;Eurocard;4.2005;ja;17,5;Di;1899-12-30 22:54:00.000;1;602133;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;30,62;2003-12-03 00:00:00.000;0;0;nein
2920;nein;nein;1974-05-14 00:00:00.000;ja;nein;Rechnung;;2.2005;;23,5;So;1899-12-30 09:14:00.000;1;409121;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;50,7;2003-08-23 00:00:00.000;0;2;nein
2922;ja;nein;1965-12-06 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;10.2006;ja;57,8;So;1899-12-30 18:29:00.000;1;601893;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;8;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
2923;ja;ja;1961-08-07 00:00:00.000;ja;nein;Rechnung;;5.2006;;9,99;Fr;1899-12-30 13:50:00.000;1;405580;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;186,51;2004-08-10 00:00:00.000;0;3;nein
2928;nein;nein;1972-06-20 00:00:00.000;ja;nein;Rechnung;;11.2007;;17,99;Do;1899-12-30 06:31:00.000;1;302089;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;27,37;2002-11-30 00:00:00.000;0;0;nein
2930;ja;nein;1964-02-18 00:00:00.000;ja;nein;Rechnung;;4.2005;;68,4;Do;1899-12-30 11:50:00.000;1;100124;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;2;46,2;2003-01-10 00:00:00.000;0;0;nein
2931;nein;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;1.2005;ja;17,8;Mo;1899-12-30 19:36:00.000;1;204792;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2933;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;5.2007;;87,7;So;1899-12-30 04:08:00.000;3;404921;100476.0;406859.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2934;ja;nein;1970-06-07 00:00:00.000;nein;nein;Kreditkarte;Eurocard;3.2005;ja;6,5;Fr;1899-12-30 20:36:00.000;1;203772;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;22,53;2001-03-25 00:00:00.000;0;0;nein
2936;nein;nein;1976-01-23 00:00:00.000;ja;nein;Lastschrift;;12.2006;ja;88;Mo;1899-12-30 19:26:00.000;2;506310;106398.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;10,04;2003-12-31 00:00:00.000;0;0;nein
2937;ja;nein;1964-11-07 00:00:00.000;ja;nein;Rechnung;;10.2005;;9,99;Sa;1899-12-30 05:05:00.000;1;606310;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;4;427,68;2003-12-04 00:00:00.000;0;0;nein
2939;nein;nein;1970-09-29 00:00:00.000;ja;nein;Rechnung;;8.2005;;18,5;Mi;1899-12-30 01:13:00.000;1;406897;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2942;ja;nein;1959-07-27 00:00:00.000;nein;nein;Lastschrift;;3.2006;ja;17,8;Do;1899-12-30 14:15:00.000;1;204792;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;2;79,38;2002-12-27 00:00:00.000;0;0;nein
2943;nein;nein;1966-01-21 00:00:00.000;ja;nein;Rechnung;;2.2007;;34,5;So;1899-12-30 15:42:00.000;2;300124;208997.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2945;nein;nein;1979-06-03 00:00:00.000;nein;nein;Lastschrift;;5.2006;ja;31,9;Sa;1899-12-30 09:14:00.000;1;108500;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;18,91;2004-04-20 00:00:00.000;0;0;nein
2948;ja;nein;1970-04-09 00:00:00.000;ja;nein;Rechnung;;4.2006;;43,5;Sa;1899-12-30 16:46:00.000;1;405643;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;124,88;2001-06-12 00:00:00.000;0;2;nein
2951;ja;nein;1966-05-23 00:00:00.000;ja;nein;Rechnung;;7.2005;;19,99;Di;1899-12-30 10:35:00.000;1;302677;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2952;ja;nein;1952-05-14 00:00:00.000;ja;nein;Rechnung;;10.2006;;37;Fr;1899-12-30 23:19:00.000;1;603136;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2953;ja;ja;1967-09-23 00:00:00.000;ja;nein;Rechnung;;6.2006;;43,5;Fr;1899-12-30 13:10:00.000;1;400072;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2955;ja;nein;1975-05-28 00:00:00.000;ja;nein;Rechnung;;7.2005;;35,3;Mo;1899-12-30 06:04:00.000;2;408499;406811.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;43,85;2003-10-20 00:00:00.000;1;1;nein
2956;ja;nein;1979-02-02 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2007;ja;272,49;Mi;1899-12-30 17:23:00.000;7;205378;407416.0;202123.0;309102.0;409101.0;407300.0;207162.0;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;2;61,08;2002-12-30 00:00:00.000;0;0;nein
2962;ja;nein;1972-04-22 00:00:00.000;ja;nein;Rechnung;;2.2006;;52;Fr;1899-12-30 16:54:00.000;1;407610;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;21,85;2003-09-19 00:00:00.000;0;0;nein
2967;ja;nein;1978-09-20 00:00:00.000;ja;nein;Rechnung;;5.2006;;56;Mi;1899-12-30 16:30:00.000;1;102454;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;2;259,4;2003-02-26 00:00:00.000;0;0;nein
2968;ja;nein;1968-02-07 00:00:00.000;ja;nein;Rechnung;;12.2006;;56;So;1899-12-30 00:27:00.000;1;602677;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;1;44,18;2000-12-17 00:00:00.000;0;0;nein
2969;ja;nein;1985-12-30 00:00:00.000;ja;nein;Rechnung;;7.2007;;17,8;Mi;1899-12-30 00:46:00.000;1;205555;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;2;29,06;2004-08-26 00:00:00.000;0;1;nein
2971;ja;ja;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;10.2006;ja;46,5;Mo;1899-12-30 23:11:00.000;1;400822;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2973;nein;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;2.2006;;8,5;Sa;1899-12-30 12:39:00.000;1;401402;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;4;127,56;2002-08-21 00:00:00.000;0;2;nein
2975;nein;nein;1965-11-11 00:00:00.000;nein;nein;Kreditkarte;Eurocard;3.2006;ja;57,8;Sa;1899-12-30 07:06:00.000;1;400914;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2976;ja;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;7.2005;ja;122,9;Mi;1899-12-30 23:13:00.000;2;100124;200061.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2977;ja;nein;1964-02-03 00:00:00.000;nein;nein;Kreditkarte;Visa;8.2005;ja;37;Mo;1899-12-30 07:45:00.000;1;206504;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2979;ja;nein;1965-11-08 00:00:00.000;ja;nein;Rechnung;;1.2006;;44,6;Sa;1899-12-30 09:22:00.000;3;405540;404792.0;104935.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;36,87;2005-01-04 00:00:00.000;0;0;nein
2980;ja;nein;1974-11-01 00:00:00.000;ja;nein;Rechnung;;5.2006;;14,5;Mi;1899-12-30 14:52:00.000;1;402469;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;60,86;2003-03-21 00:00:00.000;0;1;nein
2984;ja;nein;1975-11-02 00:00:00.000;nein;nein;Lastschrift;;5.2007;ja;86,4;Do;1899-12-30 05:52:00.000;2;407416;102677.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2985;ja;nein;1961-12-27 00:00:00.000;ja;nein;Rechnung;;9.2006;;84,49;Fr;1899-12-30 07:44:00.000;2;300476;402448.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2986;ja;nein;1962-10-22 00:00:00.000;ja;nein;Rechnung;;3.2005;;40,79;Sa;1899-12-30 06:17:00.000;2;606858;402440.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;35,41;2004-07-08 00:00:00.000;0;0;nein
2987;ja;nein;1980-05-12 00:00:00.000;ja;nein;Rechnung;;10.2005;;9,8;Di;1899-12-30 07:26:00.000;1;207171;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
2988;ja;ja;1899-12-30 00:00:00.000;ja;nein;Rechnung;;6.2006;;68,4;Mi;1899-12-30 10:19:00.000;1;405965;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
2999;ja;nein;1986-07-16 00:00:00.000;nein;nein;Kreditkarte;Amex;10.2006;ja;17,5;Fr;1899-12-30 15:46:00.000;1;100476;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
3001;ja;ja;1984-07-11 00:00:00.000;nein;nein;Lastschrift;;11.2005;ja;9,99;Sa;1899-12-30 02:11:00.000;1;200450;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;9,95;2001-12-10 00:00:00.000;0;0;ja
3002;nein;nein;1968-06-26 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2006;ja;9,99;So;1899-12-30 12:10:00.000;1;406929;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
3003;ja;nein;1964-05-10 00:00:00.000;ja;nein;Rechnung;;11.2005;;57,8;Do;1899-12-30 16:29:00.000;1;108801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;74,29;2002-11-16 00:00:00.000;2;2;nein
3004;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;9.2005;ja;9,99;Fr;1899-12-30 23:14:00.000;1;105958;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
3005;ja;ja;1981-09-10 00:00:00.000;ja;nein;Rechnung;;1.2005;;12,8;Fr;1899-12-30 06:01:00.000;1;103950;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;37,46;2003-12-01 00:00:00.000;0;0;nein
3006;ja;nein;1964-04-11 00:00:00.000;ja;nein;Kreditkarte;Eurocard;4.2005;ja;109,38;Sa;1899-12-30 19:47:00.000;4;600476;106504.0;207046.0;108500.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
